Order ID,Order Date,Ship Date,Ship Mode,Factory,State/Province,Region,Route_State,Route_Region,Shipping Lead Time,Delay Status,Shipping Speed Category,Sales,Units,Cost,Gross Profit,Dynamic Delay Status,Order Month,Order Year,Order Month Name
US-2021-138709-CHO-MIL-31000,2024-07-04,2024-07-11,Standard Class,Wicked Choccy's,Virginia,Gulf,Wicked Choccy's → Virginia,Wicked Choccy's → Gulf,7,Delayed,Slow,16.25,5,5.7,10.55,Delayed,2024-07,2024,Jul 2024
US-2021-120096-CHO-NUT-13000,2024-07-04,2024-07-05,First Class,Lot's O' Nuts,Colorado,Pacific,Lot's O' Nuts → Colorado,Lot's O' Nuts → Pacific,1,On-Time,Fast,6.98,2,2.0,4.98,On-Time,2024-07,2024,Jul 2024
US-2022-124268-CHO-NUT-13000,2024-07-04,2024-07-09,Standard Class,Lot's O' Nuts,New York,Atlantic,Lot's O' Nuts → New York,Lot's O' Nuts → Atlantic,5,On-Time,Slow,10.47,3,3.0,7.47,On-Time,2024-07,2024,Jul 2024
US-2021-103317-OTH-KAZ-38000,2024-07-05,2024-07-07,First Class,The Other Factory,Florida,Gulf,The Other Factory → Florida,The Other Factory → Gulf,2,On-Time,Fast,16.25,5,15.0,1.25,On-Time,2024-07,2024,Jul 2024
US-2022-158911-CHO-SCR-58000,2024-07-05,2024-07-09,Standard Class,Lot's O' Nuts,North Carolina,Gulf,Lot's O' Nuts → North Carolina,Lot's O' Nuts → Gulf,4,On-Time,Slow,7.2,2,2.2,5.0,On-Time,2024-07,2024,Jul 2024
US-2021-107139-CHO-TRI-54000,2024-07-05,2024-07-12,Standard Class,Wicked Choccy's,California,Pacific,Wicked Choccy's → California,Wicked Choccy's → Pacific,7,Delayed,Slow,22.5,6,7.8,14.7,Delayed,2024-07,2024,Jul 2024
US-2021-160444-CHO-FUD-51000,2024-07-05,2024-07-06,Same Day,Lot's O' Nuts,Texas,Interior,Lot's O' Nuts → Texas,Lot's O' Nuts → Interior,1,On-Time,Fastest,39.6,11,13.2,26.4,On-Time,2024-07,2024,Jul 2024
US-2021-160444-CHO-MIL-31000,2024-07-05,2024-07-05,Same Day,Wicked Choccy's,Texas,Interior,Wicked Choccy's → Texas,Wicked Choccy's → Interior,0,On-Time,Fastest,9.75,3,3.42,6.33,On-Time,2024-07,2024,Jul 2024
US-2021-157784-CHO-NUT-13000,2024-07-05,2024-07-08,First Class,Lot's O' Nuts,Mississippi,Gulf,Lot's O' Nuts → Mississippi,Lot's O' Nuts → Gulf,3,On-Time,Fast,10.47,3,3.0,7.47,On-Time,2024-07,2024,Jul 2024
US-2021-103317-CHO-TRI-54000,2024-07-05,2024-07-06,First Class,Wicked Choccy's,Florida,Gulf,Wicked Choccy's → Florida,Wicked Choccy's → Gulf,1,On-Time,Fast,7.5,2,2.6,4.9,On-Time,2024-07,2024,Jul 2024
US-2021-103317-CHO-FUD-51000,2024-07-05,2024-07-06,First Class,Lot's O' Nuts,Florida,Gulf,Lot's O' Nuts → Florida,Lot's O' Nuts → Gulf,1,On-Time,Fast,10.8,3,3.6,7.2,On-Time,2024-07,2024,Jul 2024
US-2021-152849-CHO-FUD-51000,2024-07-05,2024-07-10,Standard Class,Lot's O' Nuts,Tennessee,Gulf,Lot's O' Nuts → Tennessee,Lot's O' Nuts → Gulf,5,On-Time,Slow,10.8,3,3.6,7.2,On-Time,2024-07,2024,Jul 2024
US-2022-116750-CHO-SCR-58000,2024-07-05,2024-07-08,Second Class,Lot's O' Nuts,North Carolina,Gulf,Lot's O' Nuts → North Carolina,Lot's O' Nuts → Gulf,3,On-Time,Medium,7.2,2,2.2,5.0,On-Time,2024-07,2024,Jul 2024
US-2021-157784-CHO-MIL-31000,2024-07-05,2024-07-08,First Class,Wicked Choccy's,Mississippi,Gulf,Wicked Choccy's → Mississippi,Wicked Choccy's → Gulf,3,On-Time,Fast,9.75,3,3.42,6.33,On-Time,2024-07,2024,Jul 2024
US-2021-157784-CHO-NUT-13000,2024-07-05,2024-07-07,First Class,Lot's O' Nuts,Mississippi,Gulf,Lot's O' Nuts → Mississippi,Lot's O' Nuts → Gulf,2,On-Time,Fast,6.98,2,2.0,4.98,On-Time,2024-07,2024,Jul 2024
US-2022-164336-CHO-MIL-31000,2024-07-05,2024-07-08,Standard Class,Wicked Choccy's,Pennsylvania,Atlantic,Wicked Choccy's → Pennsylvania,Wicked Choccy's → Atlantic,3,On-Time,Slow,9.75,3,3.42,6.33,On-Time,2024-07,2024,Jul 2024
US-2022-164336-CHO-MIL-31000,2024-07-05,2024-07-11,Standard Class,Wicked Choccy's,Pennsylvania,Atlantic,Wicked Choccy's → Pennsylvania,Wicked Choccy's → Atlantic,6,Delayed,Slow,9.75,3,3.42,6.33,Delayed,2024-07,2024,Jul 2024
US-2022-158911-CHO-NUT-13000,2024-07-05,2024-07-12,Standard Class,Lot's O' Nuts,North Carolina,Gulf,Lot's O' Nuts → North Carolina,Lot's O' Nuts → Gulf,7,Delayed,Slow,10.47,3,3.0,7.47,Delayed,2024-07,2024,Jul 2024
US-2022-116750-CHO-SCR-58000,2024-07-05,2024-07-07,Second Class,Lot's O' Nuts,North Carolina,Gulf,Lot's O' Nuts → North Carolina,Lot's O' Nuts → Gulf,2,On-Time,Medium,18.0,5,5.5,12.5,On-Time,2024-07,2024,Jul 2024
US-2022-130610-CHO-FUD-51000,2024-07-05,2024-07-09,Standard Class,Lot's O' Nuts,Michigan,Interior,Lot's O' Nuts → Michigan,Lot's O' Nuts → Interior,4,On-Time,Slow,18.0,5,6.0,12.0,On-Time,2024-07,2024,Jul 2024
US-2022-108665-CHO-SCR-58000,2024-07-06,2024-07-10,Standard Class,Lot's O' Nuts,New York,Atlantic,Lot's O' Nuts → New York,Lot's O' Nuts → Atlantic,4,On-Time,Slow,18.0,5,5.5,12.5,On-Time,2024-07,2024,Jul 2024
US-2022-108665-CHO-FUD-51000,2024-07-06,2024-07-12,Standard Class,Lot's O' Nuts,New York,Atlantic,Lot's O' Nuts → New York,Lot's O' Nuts → Atlantic,6,Delayed,Slow,7.2,2,2.4,4.8,Delayed,2024-07,2024,Jul 2024
US-2022-108665-CHO-MIL-31000,2024-07-06,2024-07-11,Standard Class,Wicked Choccy's,New York,Atlantic,Wicked Choccy's → New York,Wicked Choccy's → Atlantic,5,On-Time,Slow,9.75,3,3.42,6.33,On-Time,2024-07,2024,Jul 2024
US-2022-161627-CHO-SCR-58000,2024-07-06,2024-07-12,Standard Class,Lot's O' Nuts,California,Pacific,Lot's O' Nuts → California,Lot's O' Nuts → Pacific,6,Delayed,Slow,10.8,3,3.3,7.5,Delayed,2024-07,2024,Jul 2024
US-2022-146087-CHO-FUD-51000,2024-07-06,2024-07-13,Standard Class,Lot's O' Nuts,Massachusetts,Atlantic,Lot's O' Nuts → Massachusetts,Lot's O' Nuts → Atlantic,7,Delayed,Slow,7.2,2,2.4,4.8,Delayed,2024-07,2024,Jul 2024
US-2021-134278-CHO-SCR-58000,2024-07-06,2024-07-08,First Class,Lot's O' Nuts,New York,Atlantic,Lot's O' Nuts → New York,Lot's O' Nuts → Atlantic,2,On-Time,Fast,3.6,1,1.1,2.5,On-Time,2024-07,2024,Jul 2024
US-2021-147543-CHO-NUT-13000,2024-07-06,2024-07-09,Standard Class,Lot's O' Nuts,California,Pacific,Lot's O' Nuts → California,Lot's O' Nuts → Pacific,3,On-Time,Slow,6.98,2,2.0,4.98,On-Time,2024-07,2024,Jul 2024
US-2022-116260-CHO-MIL-31000,2024-07-06,2024-07-10,Standard Class,Wicked Choccy's,New Jersey,Atlantic,Wicked Choccy's → New Jersey,Wicked Choccy's → Atlantic,4,On-Time,Slow,13.0,4,4.56,8.44,On-Time,2024-07,2024,Jul 2024
US-2022-108665-CHO-SCR-58000,2024-07-06,2024-07-11,Standard Class,Lot's O' Nuts,New York,Atlantic,Lot's O' Nuts → New York,Lot's O' Nuts → Atlantic,5,On-Time,Slow,18.0,5,5.5,12.5,On-Time,2024-07,2024,Jul 2024
US-2021-138758-CHO-NUT-13000,2024-07-07,2024-07-11,Standard Class,Lot's O' Nuts,Pennsylvania,Atlantic,Lot's O' Nuts → Pennsylvania,Lot's O' Nuts → Atlantic,4,On-Time,Slow,6.98,2,2.0,4.98,On-Time,2024-07,2024,Jul 2024
US-2021-138758-CHO-FUD-51000,2024-07-07,2024-07-11,Standard Class,Lot's O' Nuts,Pennsylvania,Atlantic,Lot's O' Nuts → Pennsylvania,Lot's O' Nuts → Atlantic,4,On-Time,Slow,7.2,2,2.4,4.8,On-Time,2024-07,2024,Jul 2024
US-2021-150301-CHO-SCR-58000,2024-07-08,2024-07-11,First Class,Lot's O' Nuts,New York,Atlantic,Lot's O' Nuts → New York,Lot's O' Nuts → Atlantic,3,On-Time,Fast,3.6,1,1.1,2.5,On-Time,2024-07,2024,Jul 2024
US-2022-129392-CHO-SCR-58000,2024-07-08,2024-07-08,Same Day,Lot's O' Nuts,Texas,Interior,Lot's O' Nuts → Texas,Lot's O' Nuts → Interior,0,On-Time,Fastest,18.0,5,5.5,12.5,On-Time,2024-07,2024,Jul 2024
US-2021-100090-CHO-MIL-31000,2024-07-08,2024-07-15,Standard Class,Wicked Choccy's,California,Pacific,Wicked Choccy's → California,Wicked Choccy's → Pacific,7,Delayed,Slow,19.5,6,6.84,12.66,Delayed,2024-07,2024,Jul 2024
US-2021-100090-CHO-MIL-31000,2024-07-08,2024-07-15,Standard Class,Wicked Choccy's,California,Pacific,Wicked Choccy's → California,Wicked Choccy's → Pacific,7,Delayed,Slow,9.75,3,3.42,6.33,Delayed,2024-07,2024,Jul 2024
US-2021-114125-CHO-SCR-58000,2024-07-09,2024-07-14,Standard Class,Lot's O' Nuts,California,Pacific,Lot's O' Nuts → California,Lot's O' Nuts → Pacific,5,On-Time,Slow,3.6,1,1.1,2.5,On-Time,2024-07,2024,Jul 2024
US-2021-114125-CHO-MIL-31000,2024-07-09,2024-07-12,Standard Class,Wicked Choccy's,California,Pacific,Wicked Choccy's → California,Wicked Choccy's → Pacific,3,On-Time,Slow,19.5,6,6.84,12.66,On-Time,2024-07,2024,Jul 2024
US-2021-113271-CHO-TRI-54000,2024-07-09,2024-07-13,Standard Class,Wicked Choccy's,California,Pacific,Wicked Choccy's → California,Wicked Choccy's → Pacific,4,On-Time,Slow,22.5,6,7.8,14.7,On-Time,2024-07,2024,Jul 2024
US-2021-113271-CHO-FUD-51000,2024-07-09,2024-07-12,Standard Class,Lot's O' Nuts,California,Pacific,Lot's O' Nuts → California,Lot's O' Nuts → Pacific,3,On-Time,Slow,7.2,2,2.4,4.8,On-Time,2024-07,2024,Jul 2024
US-2021-113271-CHO-FUD-51000,2024-07-09,2024-07-12,Standard Class,Lot's O' Nuts,California,Pacific,Lot's O' Nuts → California,Lot's O' Nuts → Pacific,3,On-Time,Slow,3.6,1,1.2,2.4,On-Time,2024-07,2024,Jul 2024
US-2022-135314-CHO-NUT-13000,2024-07-09,2024-07-11,Second Class,Lot's O' Nuts,Pennsylvania,Atlantic,Lot's O' Nuts → Pennsylvania,Lot's O' Nuts → Atlantic,2,On-Time,Medium,10.47,3,3.0,7.47,On-Time,2024-07,2024,Jul 2024
US-2022-132626-CHO-NUT-13000,2024-07-09,2024-07-12,Standard Class,Lot's O' Nuts,Maryland,Atlantic,Lot's O' Nuts → Maryland,Lot's O' Nuts → Atlantic,3,On-Time,Slow,13.96,4,4.0,9.96,On-Time,2024-07,2024,Jul 2024
US-2022-111094-CHO-MIL-31000,2024-07-09,2024-07-14,Standard Class,Wicked Choccy's,Massachusetts,Atlantic,Wicked Choccy's → Massachusetts,Wicked Choccy's → Atlantic,5,On-Time,Slow,9.75,3,3.42,6.33,On-Time,2024-07,2024,Jul 2024
US-2022-132626-CHO-TRI-54000,2024-07-09,2024-07-13,Standard Class,Wicked Choccy's,Maryland,Atlantic,Wicked Choccy's → Maryland,Wicked Choccy's → Atlantic,4,On-Time,Slow,22.5,6,7.8,14.7,On-Time,2024-07,2024,Jul 2024
US-2022-132626-CHO-TRI-54000,2024-07-09,2024-07-14,Standard Class,Wicked Choccy's,Maryland,Atlantic,Wicked Choccy's → Maryland,Wicked Choccy's → Atlantic,5,On-Time,Slow,11.25,3,3.9,7.35,On-Time,2024-07,2024,Jul 2024
US-2022-132626-CHO-TRI-54000,2024-07-09,2024-07-15,Standard Class,Wicked Choccy's,Maryland,Atlantic,Wicked Choccy's → Maryland,Wicked Choccy's → Atlantic,6,Delayed,Slow,33.75,9,11.7,22.05,Delayed,2024-07,2024,Jul 2024
US-2022-132626-CHO-MIL-31000,2024-07-09,2024-07-16,Standard Class,Wicked Choccy's,Maryland,Atlantic,Wicked Choccy's → Maryland,Wicked Choccy's → Atlantic,7,Delayed,Slow,13.0,4,4.56,8.44,Delayed,2024-07,2024,Jul 2024
US-2022-132626-CHO-NUT-13000,2024-07-09,2024-07-13,Standard Class,Lot's O' Nuts,Maryland,Atlantic,Lot's O' Nuts → Maryland,Lot's O' Nuts → Atlantic,4,On-Time,Slow,10.47,3,3.0,7.47,On-Time,2024-07,2024,Jul 2024
US-2021-165379-CHO-TRI-54000,2024-07-09,2024-07-16,Standard Class,Wicked Choccy's,Texas,Interior,Wicked Choccy's → Texas,Wicked Choccy's → Interior,7,Delayed,Slow,11.25,3,3.9,7.35,Delayed,2024-07,2024,Jul 2024
US-2021-113271-CHO-TRI-54000,2024-07-09,2024-07-13,Standard Class,Wicked Choccy's,California,Pacific,Wicked Choccy's → California,Wicked Choccy's → Pacific,4,On-Time,Slow,18.75,5,6.5,12.25,On-Time,2024-07,2024,Jul 2024
US-2021-165379-CHO-TRI-54000,2024-07-09,2024-07-12,Standard Class,Wicked Choccy's,Texas,Interior,Wicked Choccy's → Texas,Wicked Choccy's → Interior,3,On-Time,Slow,7.5,2,2.6,4.9,On-Time,2024-07,2024,Jul 2024
US-2021-114125-CHO-MIL-31000,2024-07-09,2024-07-14,Standard Class,Wicked Choccy's,California,Pacific,Wicked Choccy's → California,Wicked Choccy's → Pacific,5,On-Time,Slow,13.0,4,4.56,8.44,On-Time,2024-07,2024,Jul 2024
US-2022-111094-CHO-NUT-13000,2024-07-09,2024-07-13,Standard Class,Lot's O' Nuts,Massachusetts,Atlantic,Lot's O' Nuts → Massachusetts,Lot's O' Nuts → Atlantic,4,On-Time,Slow,6.98,2,2.0,4.98,On-Time,2024-07,2024,Jul 2024
US-2022-132626-CHO-FUD-51000,2024-07-09,2024-07-16,Standard Class,Lot's O' Nuts,Maryland,Atlantic,Lot's O' Nuts → Maryland,Lot's O' Nuts → Atlantic,7,Delayed,Slow,7.2,2,2.4,4.8,Delayed,2024-07,2024,Jul 2024
US-2022-123456-CHO-FUD-51000,2024-07-09,2024-07-15,Standard Class,Lot's O' Nuts,Texas,Interior,Lot's O' Nuts → Texas,Lot's O' Nuts → Interior,6,Delayed,Slow,7.2,2,2.4,4.8,Delayed,2024-07,2024,Jul 2024
US-2022-132626-CHO-TRI-54000,2024-07-09,2024-07-15,Standard Class,Wicked Choccy's,Maryland,Atlantic,Wicked Choccy's → Maryland,Wicked Choccy's → Atlantic,6,Delayed,Slow,26.25,7,9.1,17.15,Delayed,2024-07,2024,Jul 2024
US-2022-132626-CHO-FUD-51000,2024-07-09,2024-07-12,Standard Class,Lot's O' Nuts,Maryland,Atlantic,Lot's O' Nuts → Maryland,Lot's O' Nuts → Atlantic,3,On-Time,Slow,10.8,3,3.6,7.2,On-Time,2024-07,2024,Jul 2024
US-2022-153626-CHO-TRI-54000,2024-07-09,2024-07-13,Standard Class,Wicked Choccy's,Tennessee,Gulf,Wicked Choccy's → Tennessee,Wicked Choccy's → Gulf,4,On-Time,Slow,11.25,3,3.9,7.35,On-Time,2024-07,2024,Jul 2024
US-2022-107020-CHO-FUD-51000,2024-07-10,2024-07-17,Standard Class,Lot's O' Nuts,California,Pacific,Lot's O' Nuts → California,Lot's O' Nuts → Pacific,7,Delayed,Slow,7.2,2,2.4,4.8,Delayed,2024-07,2024,Jul 2024
US-2022-149384-CHO-SCR-58000,2024-07-10,2024-07-11,Same Day,Lot's O' Nuts,Arizona,Pacific,Lot's O' Nuts → Arizona,Lot's O' Nuts → Pacific,1,On-Time,Fastest,10.8,3,3.3,7.5,On-Time,2024-07,2024,Jul 2024
US-2021-133305-CHO-MIL-31000,2024-07-11,2024-07-18,Standard Class,Wicked Choccy's,New York,Atlantic,Wicked Choccy's → New York,Wicked Choccy's → Atlantic,7,Delayed,Slow,16.25,5,5.7,10.55,Delayed,2024-07,2024,Jul 2024
US-2021-163552-CHO-SCR-58000,2024-07-11,2024-07-14,Standard Class,Lot's O' Nuts,New Jersey,Atlantic,Lot's O' Nuts → New Jersey,Lot's O' Nuts → Atlantic,3,On-Time,Slow,18.0,5,5.5,12.5,On-Time,2024-07,2024,Jul 2024
US-2021-163552-CHO-FUD-51000,2024-07-11,2024-07-16,Standard Class,Lot's O' Nuts,New Jersey,Atlantic,Lot's O' Nuts → New Jersey,Lot's O' Nuts → Atlantic,5,On-Time,Slow,10.8,3,3.6,7.2,On-Time,2024-07,2024,Jul 2024
US-2021-123225-CHO-NUT-13000,2024-07-11,2024-07-12,First Class,Lot's O' Nuts,Texas,Interior,Lot's O' Nuts → Texas,Lot's O' Nuts → Interior,1,On-Time,Fast,6.98,2,2.0,4.98,On-Time,2024-07,2024,Jul 2024
US-2021-133305-CHO-NUT-13000,2024-07-11,2024-07-16,Standard Class,Lot's O' Nuts,New York,Atlantic,Lot's O' Nuts → New York,Lot's O' Nuts → Atlantic,5,On-Time,Slow,13.96,4,4.0,9.96,On-Time,2024-07,2024,Jul 2024
US-2021-123225-CHO-MIL-31000,2024-07-11,2024-07-14,First Class,Wicked Choccy's,Texas,Interior,Wicked Choccy's → Texas,Wicked Choccy's → Interior,3,On-Time,Fast,13.0,4,4.56,8.44,On-Time,2024-07,2024,Jul 2024
US-2021-163552-CHO-SCR-58000,2024-07-11,2024-07-14,Standard Class,Lot's O' Nuts,New Jersey,Atlantic,Lot's O' Nuts → New Jersey,Lot's O' Nuts → Atlantic,3,On-Time,Slow,10.8,3,3.3,7.5,On-Time,2024-07,2024,Jul 2024
US-2021-166555-CHO-TRI-54000,2024-07-11,2024-07-12,First Class,Wicked Choccy's,New York,Atlantic,Wicked Choccy's → New York,Wicked Choccy's → Atlantic,1,On-Time,Fast,11.25,3,3.9,7.35,On-Time,2024-07,2024,Jul 2024
US-2021-163552-CHO-FUD-51000,2024-07-11,2024-07-15,Standard Class,Lot's O' Nuts,New Jersey,Atlantic,Lot's O' Nuts → New Jersey,Lot's O' Nuts → Atlantic,4,On-Time,Slow,18.0,5,6.0,12.0,On-Time,2024-07,2024,Jul 2024
US-2021-163552-CHO-SCR-58000,2024-07-11,2024-07-14,Standard Class,Lot's O' Nuts,New Jersey,Atlantic,Lot's O' Nuts → New Jersey,Lot's O' Nuts → Atlantic,3,On-Time,Slow,32.4,9,9.9,22.5,On-Time,2024-07,2024,Jul 2024
US-2022-142237-CHO-FUD-51000,2024-07-11,2024-07-14,First Class,Lot's O' Nuts,Pennsylvania,Atlantic,Lot's O' Nuts → Pennsylvania,Lot's O' Nuts → Atlantic,3,On-Time,Fast,25.2,7,8.4,16.8,On-Time,2024-07,2024,Jul 2024
US-2022-142237-CHO-MIL-31000,2024-07-11,2024-07-12,First Class,Wicked Choccy's,Pennsylvania,Atlantic,Wicked Choccy's → Pennsylvania,Wicked Choccy's → Atlantic,1,On-Time,Fast,19.5,6,6.84,12.66,On-Time,2024-07,2024,Jul 2024
US-2022-136469-CHO-NUT-13000,2024-07-11,2024-07-14,First Class,Lot's O' Nuts,Delaware,Atlantic,Lot's O' Nuts → Delaware,Lot's O' Nuts → Atlantic,3,On-Time,Fast,13.96,4,4.0,9.96,On-Time,2024-07,2024,Jul 2024
US-2022-142237-CHO-MIL-31000,2024-07-11,2024-07-13,First Class,Wicked Choccy's,Pennsylvania,Atlantic,Wicked Choccy's → Pennsylvania,Wicked Choccy's → Atlantic,2,On-Time,Fast,16.25,5,5.7,10.55,On-Time,2024-07,2024,Jul 2024
US-2022-142419-CHO-MIL-31000,2024-07-11,2024-07-13,Second Class,Wicked Choccy's,Washington,Pacific,Wicked Choccy's → Washington,Wicked Choccy's → Pacific,2,On-Time,Medium,9.75,3,3.42,6.33,On-Time,2024-07,2024,Jul 2024
US-2022-142237-CHO-FUD-51000,2024-07-11,2024-07-12,First Class,Lot's O' Nuts,Pennsylvania,Atlantic,Lot's O' Nuts → Pennsylvania,Lot's O' Nuts → Atlantic,1,On-Time,Fast,14.4,4,4.8,9.6,On-Time,2024-07,2024,Jul 2024
US-2022-142237-CHO-FUD-51000,2024-07-11,2024-07-14,First Class,Lot's O' Nuts,Pennsylvania,Atlantic,Lot's O' Nuts → Pennsylvania,Lot's O' Nuts → Atlantic,3,On-Time,Fast,10.8,3,3.6,7.2,On-Time,2024-07,2024,Jul 2024
US-2022-136469-CHO-FUD-51000,2024-07-11,2024-07-14,First Class,Lot's O' Nuts,Delaware,Atlantic,Lot's O' Nuts → Delaware,Lot's O' Nuts → Atlantic,3,On-Time,Fast,25.2,7,8.4,16.8,On-Time,2024-07,2024,Jul 2024
US-2022-136469-CHO-NUT-13000,2024-07-11,2024-07-12,First Class,Lot's O' Nuts,Delaware,Atlantic,Lot's O' Nuts → Delaware,Lot's O' Nuts → Atlantic,1,On-Time,Fast,6.98,2,2.0,4.98,On-Time,2024-07,2024,Jul 2024
US-2022-142419-CHO-SCR-58000,2024-07-11,2024-07-13,Second Class,Lot's O' Nuts,Washington,Pacific,Lot's O' Nuts → Washington,Lot's O' Nuts → Pacific,2,On-Time,Medium,10.8,3,3.3,7.5,On-Time,2024-07,2024,Jul 2024
US-2022-142237-CHO-NUT-13000,2024-07-11,2024-07-13,First Class,Lot's O' Nuts,Pennsylvania,Atlantic,Lot's O' Nuts → Pennsylvania,Lot's O' Nuts → Atlantic,2,On-Time,Fast,27.92,8,8.0,19.92,On-Time,2024-07,2024,Jul 2024
US-2021-161508-CHO-SCR-58000,2024-07-12,2024-07-15,Standard Class,Lot's O' Nuts,Texas,Interior,Lot's O' Nuts → Texas,Lot's O' Nuts → Interior,3,On-Time,Slow,10.8,3,3.3,7.5,On-Time,2024-07,2024,Jul 2024
US-2022-126557-CHO-MIL-31000,2024-07-12,2024-07-17,Second Class,Wicked Choccy's,Illinois,Interior,Wicked Choccy's → Illinois,Wicked Choccy's → Interior,5,On-Time,Medium,3.25,1,1.14,2.11,On-Time,2024-07,2024,Jul 2024
US-2022-126557-CHO-NUT-13000,2024-07-12,2024-07-14,Second Class,Lot's O' Nuts,Illinois,Interior,Lot's O' Nuts → Illinois,Lot's O' Nuts → Interior,2,On-Time,Medium,10.47,3,3.0,7.47,On-Time,2024-07,2024,Jul 2024
US-2022-126557-CHO-FUD-51000,2024-07-12,2024-07-14,Second Class,Lot's O' Nuts,Illinois,Interior,Lot's O' Nuts → Illinois,Lot's O' Nuts → Interior,2,On-Time,Medium,7.2,2,2.4,4.8,On-Time,2024-07,2024,Jul 2024
US-2022-126557-CHO-MIL-31000,2024-07-12,2024-07-14,Second Class,Wicked Choccy's,Illinois,Interior,Wicked Choccy's → Illinois,Wicked Choccy's → Interior,2,On-Time,Medium,22.75,7,7.98,14.77,On-Time,2024-07,2024,Jul 2024
US-2022-112711-CHO-MIL-31000,2024-07-12,2024-07-15,Standard Class,Wicked Choccy's,Texas,Interior,Wicked Choccy's → Texas,Wicked Choccy's → Interior,3,On-Time,Slow,13.0,4,4.56,8.44,On-Time,2024-07,2024,Jul 2024
US-2022-126557-CHO-NUT-13000,2024-07-12,2024-07-15,Second Class,Lot's O' Nuts,Illinois,Interior,Lot's O' Nuts → Illinois,Lot's O' Nuts → Interior,3,On-Time,Medium,6.98,2,2.0,4.98,On-Time,2024-07,2024,Jul 2024
US-2022-126557-CHO-FUD-51000,2024-07-12,2024-07-14,Second Class,Lot's O' Nuts,Illinois,Interior,Lot's O' Nuts → Illinois,Lot's O' Nuts → Interior,2,On-Time,Medium,14.4,4,4.8,9.6,On-Time,2024-07,2024,Jul 2024
US-2021-131310-CHO-FUD-51000,2024-07-12,2024-07-18,Standard Class,Lot's O' Nuts,Washington,Pacific,Lot's O' Nuts → Washington,Lot's O' Nuts → Pacific,6,Delayed,Slow,14.4,4,4.8,9.6,Delayed,2024-07,2024,Jul 2024
US-2022-126557-CHO-NUT-13000,2024-07-12,2024-07-17,Second Class,Lot's O' Nuts,Illinois,Interior,Lot's O' Nuts → Illinois,Lot's O' Nuts → Interior,5,On-Time,Medium,31.41,9,9.0,22.41,On-Time,2024-07,2024,Jul 2024
US-2021-161508-CHO-NUT-13000,2024-07-12,2024-07-19,Standard Class,Lot's O' Nuts,Texas,Interior,Lot's O' Nuts → Texas,Lot's O' Nuts → Interior,7,Delayed,Slow,6.98,2,2.0,4.98,Delayed,2024-07,2024,Jul 2024
US-2021-161508-CHO-SCR-58000,2024-07-12,2024-07-19,Standard Class,Lot's O' Nuts,Texas,Interior,Lot's O' Nuts → Texas,Lot's O' Nuts → Interior,7,Delayed,Slow,25.2,7,7.7,17.5,Delayed,2024-07,2024,Jul 2024
US-2021-129924-CHO-FUD-51000,2024-07-12,2024-07-19,Standard Class,Lot's O' Nuts,California,Pacific,Lot's O' Nuts → California,Lot's O' Nuts → Pacific,7,Delayed,Slow,10.8,3,3.6,7.2,Delayed,2024-07,2024,Jul 2024
US-2021-124807-CHO-FUD-51000,2024-07-12,2024-07-15,Second Class,Lot's O' Nuts,Illinois,Interior,Lot's O' Nuts → Illinois,Lot's O' Nuts → Interior,3,On-Time,Medium,14.4,4,4.8,9.6,On-Time,2024-07,2024,Jul 2024
US-2021-110184-CHO-FUD-51000,2024-07-12,2024-07-16,Standard Class,Lot's O' Nuts,California,Pacific,Lot's O' Nuts → California,Lot's O' Nuts → Pacific,4,On-Time,Slow,32.4,9,10.8,21.6,On-Time,2024-07,2024,Jul 2024
US-2021-161508-CHO-FUD-51000,2024-07-12,2024-07-19,Standard Class,Lot's O' Nuts,Texas,Interior,Lot's O' Nuts → Texas,Lot's O' Nuts → Interior,7,Delayed,Slow,10.8,3,3.6,7.2,Delayed,2024-07,2024,Jul 2024
US-2021-110184-CHO-FUD-51000,2024-07-12,2024-07-17,Standard Class,Lot's O' Nuts,California,Pacific,Lot's O' Nuts → California,Lot's O' Nuts → Pacific,5,On-Time,Slow,28.8,8,9.6,19.2,On-Time,2024-07,2024,Jul 2024
US-2021-129924-CHO-FUD-51000,2024-07-12,2024-07-19,Standard Class,Lot's O' Nuts,California,Pacific,Lot's O' Nuts → California,Lot's O' Nuts → Pacific,7,Delayed,Slow,7.2,2,2.4,4.8,Delayed,2024-07,2024,Jul 2024
US-2021-131310-CHO-MIL-31000,2024-07-12,2024-07-17,Standard Class,Wicked Choccy's,Washington,Pacific,Wicked Choccy's → Washington,Wicked Choccy's → Pacific,5,On-Time,Slow,13.0,4,4.56,8.44,On-Time,2024-07,2024,Jul 2024
US-2021-124807-CHO-TRI-54000,2024-07-12,2024-07-14,Second Class,Wicked Choccy's,Illinois,Interior,Wicked Choccy's → Illinois,Wicked Choccy's → Interior,2,On-Time,Medium,33.75,9,11.7,22.05,On-Time,2024-07,2024,Jul 2024
US-2022-114069-CHO-TRI-54000,2024-07-13,2024-07-18,Second Class,Wicked Choccy's,New York,Atlantic,Wicked Choccy's → New York,Wicked Choccy's → Atlantic,5,On-Time,Medium,33.75,9,11.7,22.05,On-Time,2024-07,2024,Jul 2024
